ResponseId,Age,Gender,Gender2,Ethnicity,Ethnicity2,Marital,Employment,Income,swipe1_c_m_a,phys_swipe1_c_m_a,person_swipe1_c_m_a,swipe2_c_m_a,phys_swipe2_c_m_a,person_swipe2_c_a,swipe3_c_f_a,phys_swipe3_c_f_a,person_swipe3_c_f_a,swipe4_c_f_a,phys_swipe4_c_f_a,person_swipe4_c_f_a,swipe5_c_f_a,phys_swipe5_c_f_a,person_swipe5_c_f_a,swipe6_c_m_a,phys_swipe6_c_m_a,person_swipe6_c_m_a,swipe7_c_f_a,phys_swipe7_c_f_a,person_swipe7_c_f_a,swipe8_c_m_a,phys_swipe8_c_m_a,person_swipe8_c_m_a,swipe9_c_m_a,phys_swipe9_c_m_a,person_swipe9_c_m_a,swipe10_c_f_a,phys_swipe10_c_f_a,person_swipe10_c_f_a,swipe11_c_m_a,phys_swipe11_c_m_a,person_swipe11_c_m_a,swipe12_c_f_a,phys_swipe12_c_f_a,person_swipe12_c_f_a,swipe13_c_f_a,phys_swipe13_c_f_a,person_swipe13_c_f_a,swipe14_c_m_a,phys_swipe14_c_m_a,person_swipe14_c_m_a,swipe1_t_m_a,phys_swipe1_t_m_a,person_swipe1_t_m_a,swipe2_t_m_a,phys_swipe2_t_m_a,person_swipe2_t_m_a,swipe3_t_f_a,phys_swipe3_t_f_a,person_swipe3_t_f_a,swipe4_t_f_a,phys_swipe4_t_f_a,person_swipe4_t_f_a,swipe5_t_f_a,phys_swipe5_t_f_a,person_swipe5_t_f_a,swipe6_t_m_a,phys_swipe6_t_m_a,person_swipe6_t_m_a,swipe7_t_f_a,phys_swipe7_t_f_a,person_swipe7_t_f_a,swipe8_t_m_a,phys_swipe8_t_m_a,person_swipe8_t_m_a,swipe9_t_m_a,phys_swipe9_t_m_a,person_swipe9_t_m_a,swipe10_t_f_a,phys_swipe10_t_f_a,person_swipe10_t_f_a,swipe11_t_m_a,phys_swipe11_t_m_a,person_swipe11_t_m_a,swipe12_t_f_a,phys_swipe12_t_f_a,person_swipe12_t_f_a,swipe13_t_f_a,phys_swipe13_t_f_a,person_swipe13_t_f_a,swipe14_t_m_a,phys_swipe14_t_m_a,person_swipe14_t_m_a,swipe1_c_f_b,phys_swipe1_c_f_b,person_swipe1_c_f_b,swipe2_c_f_b,phys_swipe2_c_f_b,person_swipe2_c_f_b,swipe3_c_f_b,phys_swipe3_c_f_b,person_swipe3_c_f_b,swipe4_c_m_b,phys_swipe4_c_m_b,person_swipe4_c_m_b,swipe5_c_m_b,phys_swipe5_c_m_b,person_swipe5_c_m_b,swipe6_c_f_b,phys_swipe6_c_f_b,person_swipe6_c_f_b,swipe7_c_m_b,phys_swipe7_c_m_b,person_swipe7_c_m_b,swipe8_c_m_b,phys_swipe8_c_m_b,person_swipe8_c_m_b,swipe9_c_m_b,phys_swipe9_c_m_b,person_swipe9_c_m_b,swipe10_c_f_b,phys_swipe10_c_f_b,person_swipe10_c_f_b,swipe11_c_f_b,phys_swipe11_c_f_b,person_swipe11_c_f_b,swipe12_c_f_b,phys_swipe12_c_f_b,person_swipe12_c_f_b,swipe13_c_m_b,phys_swipe13_c_m_b,person_swipe13_c_m_b,swipe14_c_m_b,phys_swipe14_c_m_b,person_swipe14_c_m_b,swipe1_t_f_b,phys_swipe1_t_f_b,person_swipe1_t_f_b,swipe2_t_f_b,phys_swipe2_t_f_b,person_swipe2_t_f_b,swipe3_t_f_b,phys_swipe3_t_f_b,person_swipe3_t_f_b,swipe4_t_m_b,phys_swipe4_t_m_b,person_swipe4_t_m_b,swipe5_t_m_b,phys_swipe5_t_m_b,person_swipe5_t_m_b,swipe6_t_f_b,phys_swipe6_t_f_b,person_swipe6_t_f_b,swipe7_t_m_b,phys_swipe7_t_m_b,person_swipe7_t_m_b,swipe8_t_m_b,phys_swipe8_t_m_b,person_swipe8_t_m_b,swipe9_t_m_b,phys_swipe9_t_m_b,person_swipe9_t_m_b,swipe10_t_f_b,phys_swipe10_t_f_b,person_swipe10_t_f_b,swipe11_t_f_b,phys_swipe11_t_f_b,person_swipe11_t_f_b,swipe12_t_f_b,phys_swipe12_t_f_b,person_swipe12_t_f_b,swipe13_t_m_b,phys_swipe13_t_m_b,person_swipe13_t_m_b,swipe14_t_m_b,phys_swipe14_t_m_b,person_swipe14_t_m_b,swipe1_c_f_c,phys_swipe1_c_f_c,person_swipe1_c_f_c,swipe2_c_m_c,phys_swipe2_c_m_c,person_swipe2_c_m_c,swipe3_c_f_c,phys_swipe3_c_f_c,person_swipe3_c_f_c,swipe4_c_f_c,phys_swipe4_c_f_c,person_swipe4_c_f_c,swipe5_c_f_c,phys_swipe5_c_f_c,person_swipe5_c_f_c,swipe6_c_m_c,phys_swipe6_c_m_c,person_swipe6_c_m_c,swipe7_c_f_c,phys_swipe7_c_f_c,person_swipe7_c_f_c,swipe8_c_m_c,phys_swipe8_c_m_c,person_swipe8_c_m_c,swipe9_c_m_c,phys_swipe9_c_m_c,person_swipe9_c_m_c,swipe10_c_f_c,phys_swipe10_c_f_c,person_swipe10_c_f_c,swipe11_c_m_c,phys_swipe11_c_m_c,person_swipe11_c_m_c,swipe12_c_m_c,phys_swipe12_c_m_c,person_swipe12_c_m_c,swipe13_c_f_c,phys_swipe13_c_f_c,person_swipe13_c_f_c,swipe14_c_m_c,phys_swipe14_c_m_c,person_swipe14_c_m_c,swipe1_t_f_c,phys_swipe1_t_f_c,person_swipe1_t_f_c,swipe2_t_m_c,phys_swipe2_t_m_c,person_swipe2_t_m_c,swipe3_t_f_c,phys_swipe3_t_f_c,person_swipe3_t_f_c,swipe4_t_f_c,phys_swipe4_t_f_c,person_swipe4_t_f_c,swipe5_t_f_c,phys_swipe5_t_f_c,person_swipe5_t_f_c,swipe6_t_m_c,phys_swipe6_t_m_c,person_swipe6_t_m_c,swipe7_t_f_c,phys_swipe7_t_f_c,person_swipe7_t_f_c,swipe8_t_m_c,phys_swipe8_t_m_c,person_swipe8_t_m_c,swipe9_t_m_c,phys_swipe9_t_m_c,person_swipe9_t_m_c,swipe10_t_f_c,phys_swipe10_t_f_c,person_swipe10_t_f_c,swipe11_t_m_c,phys_swipe11_t_m_c,person_swipe11_t_m_c,swipe12_t_m_c,phys_swipe12_t_m_c,person_swipe12_t_m_c,swipe13_t_f_c,phys_swipe13_t_f_c,person_swipe13_t_f_c,swipe14_t_m_c,phys_swipe14_t_m_c,person_swipe14_t_m_c,swipe1_c_m_d,phys_swipe1_c_m_d,person_swipe1_c_m_d,swipe2_c_m_d,phys_swipe2_c_m_d,person_swipe2_c_m_d,swipe3_c_f_d,phys_swipe3_c_f_d,person_swipe3_c_f_d,swipe4_c_f_d,phys_swipe4_c_f_d,person_swipe4_c_f_d,swipe5_c_f_d,phys_swipe5_c_f_d,person_swipe5_c_f_d,swipe6_c_f_d,phys_swipe6_c_f_d,person_swipe6_c_f_d,swipe7_c_m_d,phys_swipe7_c_m_d,person_swipe7_c_m_d,swipe8_c_m_d,phys_swipe8_c_m_d,person_swipe8_c_m_d,swipe9_c_f_d,phys_swipe9_c_f_d,person_swipe9_c_f_d,swipe10_c_m_d,phys_swipe10_c_m_d,person_swipe10_c_m_d,swipe11_c_f_d,phys_swipe11_c_f_d,person_swipe11_c_f_d,swipe12_c_f_d,phys_swipe12_c_f_d,person_swipe12_c_f_d,swipe13_c_m_d,phys_swipe13_c_m_d,person_swipe13_c_m_d,swipe14_c_m_d,phys_swipe14_c_m_d,person_swipe14_c_m_d,swipe1_t_m_d,phys_swipe1_t_m_d,person_swipe1_t_m_d,swipe2_t_m_d,phys_swipe2_t_m_d,person_swipe2_t_m_d,swipe3_t_f_d,phys_swipe3_t_f_d,person_swipe3_t_f_d,swipe4_t_f_d,phys_swipe4_t_f_d,person_swipe4_t_f_d,swipe5_t_f_d,phys_swipe5_t_f_d,person_swipe5_t_f_d,swipe6_t_f_d,phys_swipe6_t_f_d,person_swipe6_t_f_d,swipe7_t_m_d,phys_swipe7_t_m_d,person_swipe7_t_m_d,swipe8_t_m_d,phys_swipe8_t_m_d,person_swipe8_t_m_d,swipe9_t_f_d,phys_swipe9_t_f_d,person_swipe9_t_f_d,swipe10_t_m_d,phys_swipe10_t_m_d,person_swipe10_t_m_d,swipe11_t_m_d,phys_swipe11_t_f_d,person_swipe11_t_f_d,swipe12_t_f_d,phys_swipe12_t_f_d,person_swipe12_t_f_d,swipe13_t_m_d,phys_swipe13_t_m_d,person_swipe13_t_m_d,swipe14_t_m_d,phys_swipe14_t_m_d,person_swipe14_t_m_d,ideal_phys_fr,ideal_person_fr
R_3qDQCMULMfOyIfo,25-34,Man,"",Asian,"",Single,Employed for wages,"$50,000-$74,999",10_m_nonsmile_none,Body Type,Kind,3_m_smile_none,Body Type,Adventurous,8_f_nonsmile_none,Smile,Fun,4_f_nonsmile_none,Smile,Kind,5_f_smile_none,Eyes,Hardworking,18_m_nonsmile_none,Smile,Fun,7_f_smile_none,Smile,Hardworking,15_m_nonsmile_none,Eyes,Trustworthy,5_m_nonsmile_none,Smile,Adventurous,6_f_nonesmile_none,Hair,Hardworking,13_m_nonsmile_none,Smile,Fun,2_f_nonsmile_none,Body Type,Hardworking,13_f_nonsmile_none,Smile,Kind,19_m_smile_none,Smile,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
R_30tPCGhLSjOG9o9,55-64,Woman,"",White,"",Separated/Divorced,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Hardworking,6_m_nonsmile,Smile,Fun,7_f_nonsmile,Smile,Kind,13_f_smile,Eyes,Adventurous,2_f_nonsmile,Hair,Hardworking,15_m_nonsmile,Body type,Adventurous,9_f_smile,Smile,Kind,8_m_smile,Hair,Hardworking,14_m_nonsmile,Hair,Kind,1_f_nonsmile,Hair,Trustworthy,4_m_nonsmile,Hair,Fun,11_m_nonsmile,Smile,Adventurous,5_f_nonsmile,Hair,Kind,17_m_smile,Smile,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
R_cABs3TbYvOxTFZL,25-34,Man,"",White,"",Single,Employed for wages,"$50,000-$74,999",10_m_nonsmile_none,Hair,Fun,3_m_smile_none,Smile,Adventurous,8_f_nonsmile_none,Eyes,Trustworthy,4_f_nonsmile_none,Smile,Trustworthy,5_f_smile_none,Body Type,Kind,18_m_nonsmile_none,Hair,Fun,7_f_smile_none,Eyes,Kind,15_m_nonsmile_none,Smile,Kind,5_m_nonsmile_none,Hair,Hardworking,6_f_nonesmile_none,Eyes,Hardworking,13_m_nonsmile_none,Hair,Hardworking,2_f_nonsmile_none,Hair,Kind,13_f_nonsmile_none,Hair,Hardworking,19_m_smile_none,Eyes,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Trustworthy
R_1FqVcqNPDxlXNPX,25-34,Man,"",White,"",Single,Employed for wages,"$75,000-$99,999",10_m_nonsmile_none,Eyes,Trustworthy,3_m_smile_none,Smile,Fun,8_f_nonsmile_none,Smile,Fun,4_f_nonsmile_none,Body Type,Trustworthy,5_f_smile_none,Hair,Kind,18_m_nonsmile_none,Smile,Trustworthy,7_f_smile_none,Smile,Trustworthy,15_m_nonsmile_none,Body Type,Adventurous,5_m_nonsmile_none,Hair,Fun,6_f_nonesmile_none,Body Type,Trustworthy,13_m_nonsmile_none,Smile,Fun,2_f_nonsmile_none,Hair,Trustworthy,13_f_nonsmile_none,Smile,Fun,19_m_smile_none,Hair,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_10Db9PAUvE0U6J3,25-34,Man,"",Black or African-American,"",Single,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Body type,Adventurous,6_m_nonsmile,Hair,Kind,7_f_nonsmile,Smile,Hardworking,13_f_smile,Eyes,Adventurous,2_f_nonsmile,Hair,Trustworthy,15_m_nonsmile,Hair,Fun,9_f_smile,Hair,Adventurous,8_m_smile,Eyes,Hardworking,14_m_nonsmile,Eyes,Kind,1_f_nonsmile,Body type,Hardworking,4_m_nonsmile,Eyes,Trustworthy,11_m_nonsmile,Eyes,Hardworking,5_f_nonsmile,Hair,Adventurous,17_m_smile,Body type,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Kind
R_2XoYEmHGUbPhFOX,35-44,Man,"",White,"",Single,Unable to work,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Body Type,Adventurous,5_m_smile_none,Hair,Hardworking,7_f_smile_none,Smile,Kind,12_f_smile_none,Smile,Kind,10_f_smile_none,Smile,Kind,4_f_smile_none,Smile,Adventurous,9_m_smile_none,Smile,Fun,15_m_nonsmile_none,Smile,Adventurous,1_f_smile_none,Smile,Fun,11_m_smile_none,Smile,Fun,15_f_smile_none,Smile,Kind,2_f_nonsmile_none,Hair,Trustworthy,1_m_smile_none,Hair,Adventurous,10_m_nonsmile_none,Hair,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_1M6CWC5Zu6vHl4U,35-44,Woman,"",White,"",Single,Employed for wages,"$20,000-$34,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile_tjs,Hair,Adventurous,6_m_nonsmile_nike,Smile,Hardworking,7_f_nonsmile_nike,Smile,Kind,11_f_nonsmile_none,Eyes,Trustworthy,2_f_nonsmile_none,Hair,Hardworking,1_m_smile_none,Hair,Kind,9_f_smile_none,Smile,Hardworking,8_m_smile_tjs,Smile,Hardworking,14_m_nonsmile_tjs,Hair,Adventurous,1_f_nonsmile_nike,Hair,Kind,4_m_nonsmile_tjs,Hair,Fun,9_m_smile_nike,Smile,Fun,3_f_nonsmile_nike,Eyes,Trustworthy,17_m_smile_nike,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_3jdmARMqz06V3tQ,25-34,Woman,"",Asian,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_tjs,Smile,Kind,2_m_nonsmile_tjs,Eyes,Fun,7_f_smile_nike,Smile,Fun,12_f_smile_nike,Eyes,Trustworthy,8_f_smile_tjs,Smile,Kind,4_f_smile_tjs,Smile,Kind,9_m_smile_nike,Smile,Fun,4_m_smile_tjs,Smile,Kind,1_f_smile_none,Smile,Kind,11_m_smile_tjs,Smile,Kind,3_f_smile_none,Smile,Kind,2_f_nonsmile_tjs,Smile,Kind,6_m_nonsmile_none,Body Type,Adventurous,10_m_nonsmile_none,Body Type,Adventurous,Smile,Kind
R_1Q3oGowA0r0GHNM,35-44,Man,"",Black or African-American,"",Married,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Smile,Trustworthy,8_f_nonsmile_none,Body Type,Kind,5_f_smile_none,Smile,Hardworking,6_m_smile_none,Smile,Trustworthy,4_m_smile_none,Hair,Fun,10_f_smile_none,Body Type,Trustworthy,7_m_nonsmile_none,Hair,Trustworthy,3_m_smile_none,Hair,Kind,1_m_smile_none,Body Type,Trustworthy,12_f_smile_none,Body Type,Trustworthy,9_f_smile_none,Body Type,Trustworthy,6_f_nonsmile_none,Smile,Kind,16_m_smile_none,Smile,Hardworking,2_m_smile_none,Body Type,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_3KBkIh2NzE4TiP3,25-34,Woman,"",White,"",Married,Employed for wages,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11_f_smile_nike,Eyes,Fun,3_f_nonsmile_none,Body Type,Hardworking,5_f_smile_none,Smile,Kind,6_m_smile_none,Hair,Trustworthy,13_m_smile_nike,Smile,Hardworking,2_f_nonsmile_nike,Hair,Trustworthy,9_m_nonsmile_none,Hair,Hardworking,3_m_smile_tjs,Smile,Fun,1_m_smile_tjs,Smile,Fun,14_f_nonsmile_nike,Smile,Fun,9_f_smile_nike,Eyes,Adventurous,6_f_nonsmile_none,Body Type,Kind,16_m_smile_nike,Body Type,Kind,19_m_smile_tjs,Hair,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
R_3oMiOfN92bpmGXZ,25-34,Woman,"",Black or African-American,"",Single,Employed for wages,"$75,000-$99,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Smile,Hardworking,5_m_smile_none,Eyes,Trustworthy,7_f_smile_none,Eyes,Fun,12_f_smile_none,Body Type,Hardworking,10_f_smile_none,Smile,Fun,4_f_smile_none,Hair,Adventurous,9_m_smile_none,Hair,Kind,15_m_nonsmile_none,Eyes,Adventurous,1_f_smile_none,Hair,Hardworking,11_m_smile_none,Hair,Hardworking,15_f_smile_none,Eyes,Fun,2_f_nonsmile_none,Hair,Hardworking,1_m_smile_none,Hair,Kind,10_m_nonsmile_none,Eyes,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Trustworthy
R_tEttDRbb3lShN4Z,25-34,Man,"",White,"",Married,Employed for wages,"$20,000-$34,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Smile,Hardworking,8_f_nonsmile_none,Eyes,Trustworthy,5_f_smile_none,Body Type,Kind,6_m_smile_none,Body Type,Trustworthy,4_m_smile_none,Smile,Hardworking,10_f_smile_none,Hair,Kind,7_m_nonsmile_none,Body Type,Adventurous,3_m_smile_none,Hair,Hardworking,1_m_smile_none,Eyes,Trustworthy,12_f_smile_none,Hair,Adventurous,9_f_smile_none,Hair,Adventurous,6_f_nonsmile_none,Hair,Hardworking,16_m_smile_none,Smile,Hardworking,2_m_smile_none,Eyes,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Kind
R_2rZdg4PNexlDIIB,35-44,Woman,"",White,"",Married,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16_m_nonsmile_nike,Body Type,Adventurous,2_m_nonsmile_tjs,Eyes,Kind,7_f_smile_nike,Smile,Kind,12_f_smile_nike,Body Type,Hardworking,8_f_smile_tjs,Smile,Kind,6_f_smile_none,Smile,Kind,9_m_smile_nike,Smile,Trustworthy,15_m_nonsmile_nike,Body Type,Hardworking,14_f_smile_nike,Smile,Kind,12_m_nonsmile_none,Body Type,Hardworking,15_f_smile_tjs,Smile,Hardworking,2_f_nonsmile_tjs,Smile,Kind,6_m_nonsmile_none,Body Type,Trustworthy,10_m_nonsmile_none,Body Type,Hardworking,Smile,Hardworking
R_3MMNmmCL07sVJbA,25-34,Woman,"",White,"",Domestic Partnership,Employed for wages,"$50,000-$74,999",10_m_nonsmile_none,Eyes,Kind,3_m_smile_none,Smile,Fun,8_f_nonsmile_none,Eyes,Hardworking,4_f_nonsmile_none,Smile,Adventurous,5_f_smile_none,Eyes,Kind,18_m_nonsmile_none,Eyes,Trustworthy,7_f_smile_none,Hair,Kind,15_m_nonsmile_none,Body Type,Adventurous,5_m_nonsmile_none,Body Type,Hardworking,6_f_nonesmile_none,Eyes,Trustworthy,13_m_nonsmile_none,Hair,Fun,2_f_nonsmile_none,Smile,Kind,13_f_nonsmile_none,Hair,Hardworking,19_m_smile_none,Eyes,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Kind
R_1CmBhyMl9TIrK45,25-34,Man,"",White,"",Married,Self-employed,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10_m_nonsmile_nike,Body Type,Hardworking,3_m_smile_nike,Smile,Trustworthy,3_f_smile_none,"",Kind,4_f_nonsmile_none,Hair,Kind,5_f_smile_nike,Smile,Hardworking,18_m_nonsmile_tjs,Eyes,Adventurous,7_f_smile_none,Smile,Trustworthy,15_m_nonsmile_none,Body Type,Hardworking,1_m_smile_nike,Hair,Adventurous,6_f_nonesmile_nike,Hair,Adventurous,13_m_nonsmile_none,Body Type,Hardworking,1_f_smile_nike,Smile,Trustworthy,14_f_smile_nike,Eyes,Fun,12_m_smile_tjs,Eyes,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Adventurous
